comment,label
"mantul, berfungsi dengan baik, makannya beli lg :face_with_hand_over_mouth::face_with_hand_over_mouth::face_with_hand_over_mouth:",Positif
klw bibir coklat yg wrna ini agak pucat tq shopee n toko berkah selalu,Netral
barang telah diterima dalam kondisi baik. terima kasih.,Positif
exp nya 2023 bulan 11 parah sih,Negatif
hanya d krim 15pcs dan 1 welcome product dr innisfree.,Negatif
"barang tdk sy terima, mgkin hilang/rusak. pnjual meminta sy jalur komplain utk klaim refund. proses klaim refund cukup lama, itupun tdk lgsung kmbali ke saldo toped sy tp... ",Negatif
"paket tidak sesuai pesanan,paket datang dg barang yg sama",Negatif
"kemasan:ok paketnya dah 𝚜𝚊𝚖𝚙𝚊𝚒, kemasan ok,belum dicoba, makasih",Positif
daya serap:isinya berkurang rembes sampe dus nya..hikhikhik tekstur:rembes basah pas sampe tingkat kelmbaban:ternyata kemasan dlm pecah perhatikan kembali pengemasan. sudah menggunakan buble wrap pas sampe kok bisa pecah botol atasnya. sampe rembes isinya berkurang. jd tdk higenis buat penyimpanan lama. lain kali perhatikan pengemasannya. dan cek lagi lebih teliti. sedih.. hikhik..,Negatif
barang sudah diterima dengan baik dan lengkap packing aman.... lom dicoba,Positif
"gak dpt spatula, jd gak higienis",Netral
cocok untuk:rambut kering tekstur:krim performa:bagus,Netral
proses pengiriman dari pihak ekspedisi sangat lama memakan waktu hingga 13 hari pengiriman dari tanggal estimasi semoga dapat di perbaiki kedepannya,Negatif
alhamdulillah.. beli pas lg promo.. haha kesampean pgn punya produk dr ultima 11 yeeaayy.. semoga cocok di muka ku,Positif
"free pouch nya mana? di keterangan di lampirkan free pouch tapi koq ga ada pouch nya,padahal sebelum kirim dah dcat agar dperiksa kembali,pengiriman juga lama",Netral
bagus cuman lipstiknya meleleh seperti itu tadinya copot tapi udah dibenerin :smiling_face_with_tear:,Positif
"efek:ok profil kecantikan:ok kemasan:ok kaann salah milih shade lagii :""",Netral
"mau kasi bintang 1 tp ga tega. jd kasi bintang 2 aja. pilih pengiriman nextday, tiba2 brubah jd regular. lokasi gudang di jaksel, taunya brkt dr tegal. kacau. lain kali k... ",Negatif
ancur²an,Negatif
"sayang banget, dapat shampo yg tutupnya rusak kyk begini. harusnya dicek dulu sblm. kirim",Positif
gelap banget ternyata warnanya,Positif
"barang tidak lengkap, eyeliner g dikirim, sudah sy komplain tp tdk ada tanggapan dr penjual. buat apa sy bohong hanya utk barang seharga 17rb an. saran, kalo beli barang... ",Negatif
"rembes ,, kemasan perlu ditingkatkan lagi , untung nggak sampai separuh, tapi kecewa banget ,, beli udah kesekian kali dan bocor terus",Negatif
suka warnanya bikin kesan pink ga menor,Positif
"tidak ada sticker yg dkirimkan hanya orderan saya aza yg dkirim, jd tidak ada saya trima sticker yg anda bilang ada dkasih gratis..",Negatif
"oh pantesan sale. ternyata barang 2 thn lalu blm kejual, mana ed nya thn depan",Negatif
sukaa banget nggak lengket. mudah-mudahan beneran menghambat tumbuhnya rambut ketii,Positif
"barang lengkap, tapi boxnya kebuka :smiling_face_with_tear:",Netral
pesanan barang tidak komplit dan maybelin tidak mau bertanggung jawab. trima kasih atas pelayanan dan pengalaman buruk nya. demi tuhan sy kapok belanja di sini,Negatif
manfaat:untuk wajah profil kecantikan:wajah berjerawat kemasan:bagus blm tau hasilnya baru coba. ternyata 40ml ukurannya kecil . semoga hasilnya memuaskan,Positif
"isinya sedikit banget,tidak full 1 tube...rugi saya membeli di sini.",Negatif
pengiriman cepat. semoga cocok:folded_hands:,Positif
barang yg dikirim tidak sesuai dengan foto/diskripsi.,Negatif
"ngga sesuai, pesen rice datengnya ginseng. produknya oke tp salah.. pengiriman agak lama sih tapi ga sampe seminggu.",Negatif
"manfaat:buruk profil kecantikan:buruk tips pengguna:buruk seperti biasa kalo order di official ini , pelit. belanja ratusan ribu sampai jutaan , tidak akan pernah dikasih hadiah",Negatif
tekstur:belum dicoba,Negatif
suka bgt sama produknya kakak,Netral
barang oke tp gambar dan keterangan beda,Negatif
satu tutup nya pecah.. tapi gpp lah.. kedepannya tolong lebih di perhatikan lg sbelum di kirim,Positif
satu pecah :(( jadinya b3 dlu aja walaupun yg 1 nya lagi aman,Netral
boxnya jelek banget :loudly_crying_face::loudly_crying_face::loudly_crying_face: dan agak sobek,Negatif
susah di sedot,Netral
"dulu udh pernah pake facial wash nya,, worth it.. trus off dan sekarang balik lagi.. muka jd lebih bersih & ga belang",Positif
kualitas pengemasan ny mengecewakan,Negatif
bocor :loudly_crying_face: hilang hampir setengah hikss bgt :broken_heart:,Negatif
sesuai deskripsi. sesuai jadwal pengiriman. semoga cocok :thumbs_up::thumbs_up:,Positif
"free kfc face palletenya tdk ada, komplain spy minta dikirim face palletenya aja tapi disuruh ajukan pengembalian, sdh diajukan ditolak....tolong konsisten dgn yg ditulis dipromonya",Negatif
"pengalaman penggunaan:belum dicoba untuk pelayanan pengiriman cepat, produknya belum dicoba, semoga cocok yaa",Positif
"agak greasy buat yang mukanya berminyak, waktu zoom meeting langsung mantul mengkilap :see-no-evil_monkey:",Netral
"jangan pake jnt deh, nungguin ampe 10 hr",Negatif
"pengemasan jelek, dibungkusnya sptnya ngasal, box penyok, ke depannya utk pengemasan supaya lebih diperhatikan",Positif
payah ga bs cancel..alasannya aneh,Negatif
"ga di kasih box or bubble wrap, bocor parah bgt ternyata pas di buka tutupnya patah panter bocor kemana mana omg, please walaupun beli 1 barang ga gini juga",Negatif
manfaat:untuk kecantikan wajah pengalaman penggunaan:belum di coba terima kasih dapet hadiah member. semoga cocok di kulit ku yg berjerawat,Positif
pengiriman lumayan lama tapi produk oke aman dehh:clapping_hands::clapping_hands::clapping_hands:,Netral
"kemasan & warna"" eyeshadow-nya cantik :smiling_face_with_heart-eyes: ed'y juga cukup aman (2 tahun lg).",Positif
"ini gimana ceritanya, diketerangan ada facial foam nya. yg datang malah cuma aloe revital soothing gel nya doang. baru kali ini saya pesan barang tp yg nyampe cuma 1 doang. ",Negatif
"sudah ngirimnya lama, pas cek status sudah di terima padahal tidak terima barang sama sekali kecewa :sad_but_relieved_face:",Negatif
warna lip cream tidak sesuai dengan gambar,Negatif
wangi:segar rempah pengalaman penggunaan:belum dicoba profil kecantikan:untuk menyehatkan kulit kepala dan mengurangi rontok pesanan sesuai. jumlah sesuai. harga cukup terjangkau dg intensitas pemakaian yg relatif irit. mudah2an hasilnya bagus.,Positif
sejauh ini ini ini ini ini yg paling paling paling paling :pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose::pig_nose:ok,Positif
"nunggu pengiriman lama, barang di terima cuma satu padahal beli dua shade. kacau ",Negatif
penjual sama sekali tidak merespon chat saya! saya minta batalkan ditolakkk!! padahal pembatalan itu karna sy mau ganti pengiriman yg lebih cepat!!! jd ke dobel belanjaan gw!!,Negatif
tekstur:ok performa:ok cocok untuk:semua jenis kulit,Positif
"warna bagus bgt, suka. minus packaging yg banyak baret2 kayak barang bekas dan penjual lama proses pesanan. exp 2025",Netral
"produk tidak sempurna, cacat, ada yg bubuk 1, kecewa :sad_but_relieved_face:",Negatif
"wanginya gak se-oke produk parfumnya. kesannya blm ada karena blm coba dipake, baru sekedar cium wanginya saja.",Netral
"murah, tapi expnya sebentar lagi. hehehe pengemasannya kurang baik, hanya kardus yg gampang bgt dibuka. tidak dilapisi lagi dgn lakban ataupun plastik. smoga kedepannya lebih baik lagi ya blp:slightly_smiling_face:",Netral
"packing kurang, isi bedaknya ambyaarr... baru sempet review :victory_hand:",Netral
"tekstur:kering mascara kering ga bisa di pake, kecewa padahal baru mau coba",Negatif
"manfaat:ok profil kecantikan:ok pengalaman penggunaan:ok pengalaman pengguna iphone dalam mengoperasikan aplikasi telepon di ios 17. perusahaan memberikan fitur-fitur baru yang berguna seperti pesan suara langsung, pesan suara facetime, dan poster",Positif
kaca bedak nya buram banget..klo buat ngaca..mata jd sakit.. n ga ada spon nya. semua nya oke,Positif
tekstur:pesanan tidak sesuai cocok untuk:kecewe tidak sesuai warna,Negatif
gak ada gift. menyesal!,Negatif
kualitas sesuai harga. terlalu kental dan terlalu lengket,Netral
"pesennya ultra cover foundation balm, datengnya 2in1 breathable color stay. hehe sukses deh.",Negatif
sampenya cepet bangettty ????? keren sih makasih yaaa,Positif
"tekstur:hancur performa:hancur cocok untuk:hancur saya baru buka tadi sudah hancur kyk gini, gimana ya kalo barang ny hancur gini? semoga dibalas",Negatif
"gampang menyerap, ringan :thumbs_up_light_skin_tone:",Positif
performa:lembut cocok untuk:muka tekstur:bgus ok,Positif
"klaim nya ini eyeliner tahan 48 jam, untuk ku no :loudly_crying_face::loudly_crying_face::loudly_crying_face: masih mending ketahanan yg sblmnya cm 24jam",Negatif
tdk ada ket brpa ml,Netral
"pemakaian 2 mingguan muka jadi merah, perih, panas, kering, keriput, gatel cekit2. chat sma penjual minta solusi gak ada respon sama sekali. udah beli 1 paket sma serumnya 500ribuan lebih muka malah jadi breakout parah..",Negatif
beleber ternyata. nyesel. dan cepet kering,Netral
"ok sampe dgn aman , mantaf :folded_hands:",Positif
"wangi:aroma nya wangi, tapi aku kurang suka kemasan:cantik pengalaman penggunaan:bagus lotion nya, cuma kalo udh kena keringet bakalan oily banget",Positif
kemasan:tekturnya encer beda sm sy beli di toko2 gk sm gk glowing,Negatif
"pengemasan dan pengiriman cepat. cuma kurang puas sama produknya, karna menurutku warnanya agak susah keluarnya, jd kalo di alis makin susah dan agak effort ngalisnya. lu... ",Positif
cocok banget pake sunscreen yang satu ini ..tekature ringan dan lembut di kulit wajah,Positif
kemasan kotor,Netral
"bagus banget, cakep jugaa, berguna banget, aku sukaa banget",Netral
mengecawakan,Negatif
"udh saya cht suruh lakban bagian tutup yg face tonic, tpi tdk di lakban, tpi gpp gk bocor, tpi gk amanah sii",Negatif
ketahanan:kecewa banget aku pesen yg shade vampire blood udah nunggu malah yg dateng cherry bomb :((((,Negatif
"beli sama pensilnya tapi cuma dpt powdernya doang, adminnya ga respon sama sekali!!!",Negatif
asem kirain dapet flash sale ternyata lebih mahal wkwk,Netral
cocok untuk:ok performa:ok,Netral
cocok untuk:bibir menjadi berminyak tekstur:baik performa:pengemasan baik,Positif
nyobain dulu...,Positif
pengemasan rapi dan aman baru pembelian pertama semoga cocok,Positif
ndak tau mau dipake buat apa,Negatif
mayan,Negatif
percuma aja diskon juga yg bisa k pake cuman 1yg lainnya sisanya warnanya pucet semua,Negatif
bgussss bnngun sha d gshsbsbsghsbdbdvdhhdbdbdvhdjsbdvdhdjdjb smpe ga bisa berkata kata,Negatif
barang tidak pernah sampai kepada saya alias hilang selama pengiriman. padahal sy ingin coba produk ini pas flash sale kemaren dan ada gift shampoo juga. meskipun skrg k... ,Negatif
produk bagus tp sayang nya pengiriman lambat :face_with_tears_of_joy:,Negatif
"lumayan, ringan, gampang nyerap",Positif
"dapet barang defect, brushnya bengkong.. sedih banget gabisa dipake",Netral
kasih bintang 2 aja ya ..soalnya serumnya kok bau kayak buah sdh terlampau matang githu ya ? apa memang bau nya begitu ? padahal lihat review tdk berbau sama sekali jd ra... ,Negatif
pengalaman penggunaan:waktu pengiriman lumayan cepet tapi hanya saja freenya tidak sampai ku tangan saya. saya membeli di 8.8 di produk yg saya beli harusnya ada fre pouch dan recharge kit. namun ketika paketnya sampe hanya ada produk yg saya beli. free productnya gada. di box nya sudah rusak lakban dan resinya. saya tidaj tau itu kenapa. sepertina freenya sudah diambil oleh orang lain. harapannya kedepan storenya packagingnya untuk yg free disatuin aja supaya tidaj ada kejadian seperti saya.,Netral
"warnanya ga sesuai sama gambar:loudly_crying_face::loudly_crying_face:, pengiriman cpt bgtt sihh",Negatif
gk cocok dengan kulit aku...gak ada perubahan...malah jerawatan...dan mohon maaf bahannya ada kandungan paraben...sellernya sih ramah...tapi maaf gk cocok dikulit aku...s... ,Negatif
beleber semua isinya :loudly_crying_face:,Netral
"liptintnya awet dibibir, thanks brasov :thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:",Positif
dapet harga diskon. pengiriman cepat nd packing aman. ed masih lama. tks,Positif
"lumayann bgt melembabkan bibir, tp mungkin kl buat saya minus di baunya aja (krg suka)",Positif
"terimakasih untuk hadiah prodak azzura nya, lancar terus rejekinya",Positif
wangi:lumayan pengalaman penggunaan:belum di coba tips pengguna:pake kapan pas smpe produk udh bocor kemana2 pas di cek penyok dan pas di teliti penyebab bocor nya karna tutup kurang rapet sekelas shoppe mall padahal:relieved_face: di chat komplen ga di respon sama sekali,Netral
tips pengguna:sesuai slera profil kecantikan:bagus efek:tahan lama dan harum untuk yg kesekian kalinya beli lipstik ini disini soalnya bagus bnget,Positif
bagus banget lip velvetnya,Positif
simple mudah diaplikasikan.. semoga cucok biar bs repeat order sekses selalu dan rekomendasiin ke yg lainnya..,Positif
"bedaknya pecah karna bubblewrapnya terbuka, harusnya bubble wrap dikasih selotip biar barangnya gk keguncang saat pengiriman. baru kali ini beli bedak pecah biasanya dulu... ",Negatif
tekstur:cair tutup botolnya tidak kuat dari pabrik sehingga bocor,Negatif
barang sudah sampe sesuai dengan pemesanan dan dapat harga diskon terimakasih,Positif
tekstur:oks cocok untuk:rambutku performa:bagus cocok oke bagus original dan packing gak rapi,Netral
"barang cepat sampai, sehari sebelumnya oerder besoknya sudah sampai. belum dicoba produknya. packaging rapih",Positif
kecewa aja sih pas barang sampai harganya diskon..jadi kesel,Negatif
"tekstur:belum performa:nggak b cocok untuk:belum di coba, ksbewah",Negatif
tidak ada segel nya,Netral
pengalaman penggunaan:tahan air profil kecantikan:bgus efek:sukaa kirain dpt yg free ny itu tp trnyata ngga wwkwk cuma maskaranya doangg isinya,Negatif
barang nya sampai ditujuan isinya berantakan dan case nya retak,Negatif
gk sesuai digambar,Negatif
manfaat:disemprot rusak. macet,Negatif
"kecewa bgt, yg datang ga sesuai sama pesanan",Negatif
packaging baru. nice.,Positif
"untuk yg mau beli produk disini berharap 3 hari sampai mending pikir dulu sih, pengiriman regular via anteraja, is very worse. sampai sekitar 8 hari after checkout.",Negatif
barang sudah diterima dengan baik kak...terima kasih bonusnya...:folded_hands::folded_hands:,Positif
"barang sampai, thank you seller",Positif
"tekstur:lembut, ringan performa:bagus coveragenya bagus banget cocok untuk:menutupi bintik-bintik hitam",Positif
"paketkuu sampe juga.. kirain gaakan segede itu barangnya.. ternyata worth it banget deh sukaa, asli ga nyesel sama sekali:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:. ditambah diskon plus pake voucher juga, jadi makin hemat deh... kalo abis entar beli kesini lagi deh.. ",Negatif
"thank u, garnier. sebelumnya udah pakai yang pink but aku mau ganti. btw, buat pengirimannya juga best :heart_with_arrow:",Positif
"pesanan tertahan dengan alasan tidak jelas ,sampai melebihi batas estimasi tiba. saya tau ini bukan kesalahan toko. sangat kecewa dengan tokopedia :pile_of_poo:",Negatif
sejujurnya kalau efek yg signifikan sih brpum kerasa apa2 yaa karena baru pakai 2 minggu. tapi yg aku suka banget tuh aplikatornya!! dingin dan ergonomis.,Positif
performa:kurang cocok untuk:wajah tekstur:menyebar kenapa punyaku datangnya begini yah.. dari packaging sih aman tapi pas buka malah kayak gini . dari wadahnya juga udah keluar pudar eyeshadow nya,Negatif
"kardusnya penyok bgt, box primernya juga udh pda kebuka",Netral
"sorry bintang 1, jangankan 48 jam , 15 menit aja udah luntur!!! setelah pake, uda langsung dikeringin padahal. beli harga diskon aja kecewa, untung gak beli harga normal. parah bgt. pengiriman?? dari toko kirim barangnya lama banget kacau",Negatif
"warnanya bagus & nyata tapi susah diblend di alis, agak clumpy gt",Netral
manfaat:semoga cocok profil kecantikan:azzura loose powder pengalaman penggunaan:baru mau coba :beaming_face_with_smiling_eyes: bagus nih kayaknya .... barang yg ditunggu ..beli pas ada sale lgsg gercep .. alhamdulillah dah nyampai semoga cocok di kulit aq,Netral
